Company,Ticker,Market Cap,Price,Daily Change (%),Country
Jack in the Box,JACK,2100000000.0,97.33,-2.07,USA
Formosa Sumco Technology,3532.TW,2100000000.0,5.43,-6.21,Taiwan
Mallplaza,MALLPLAZA.SN,2100000000.0,1.07,-0.57,Chile
Trinseo,TSE,2089999999.9999998,53.98,-2.0,USA
XPEL,XPEL,2089999999.9999998,75.86,-0.34,USA
Washington Real Estate Investment Trust,WRE,2089999999.9999998,24.75,-1.75,USA
HPH Trust,HCTPF,2089999999.9999998,0.24,0.0,Singapore
ArcBest,ARCB,2080000000.0,81.77,6.5,USA
Grindwell Norton,GRINDWELL.NS,2080000000.0,18.87,1.99,India
TODA corp,1860.T,2080000000.0,6.81,-3.18,Japan
Repay Holdings,RPAY,2080000000.0,23.03,-0.82,USA
Alembic Pharmaceuticals,APLLTD.NS,2080000000.0,10.61,-0.28,India
InterDigital,IDCC,2080000000.0,67.82,0.19,USA
TF1,TFI.PA,2069999999.9999998,9.88,1.07,France
Innospec,IOSP,2069999999.9999998,84.22,-1.6,USA
Canadian Solar,CSIQ,2069999999.9999998,34.59,3.58,Canada
Century Communities,CCS,2069999999.9999998,61.45,-3.32,USA
Chorus,CNU.NZ,2069999999.9999998,4.63,1.89,New Zealand
Tootsie Roll Industries,TR,2060000000.0,30.43,-1.52,USA
Raven Industries,RAVN,2060000000.0,57.61,0.0,USA
Grocery Outlet,GO,2060000000.0,21.57,0.89,USA
Blue Dart Express,BLUEDART.NS,2060000000.0,87.11,-0.7,India
Myovant Sciences,MYOV,2060000000.0,22.44,0.54,UK
Zuora,ZUO,2060000000.0,16.58,-0.36,USA
SmileDirectClub,SDC,2060000000.0,5.32,1.33,USA
Morphic Therapeutic,MORF,2060000000.0,56.64,-4.49,USA
Enerplus,ERF,2060000000.0,8.0,0.13,Canada
Core-Mark,CORE,2060000000.0,45.65,-0.76,USA
SKF India,SKFINDIA.NS,2060000000.0,41.72,0.11,India
Hornbach Holding,HBH.F,2060000000.0,129.21,-0.27,Germany
GreenSky,GSKY,2060000000.0,11.18,-1.15,USA
Maxar Technologies,MAXR,2049999999.9999998,28.32,-0.18,USA
NOS,PMV.F,2049999999.9999998,3.98,-0.92,Portugal
Palomar Holdings,PLMR,2049999999.9999998,80.83,0.89,USA
Exide Industries,EXIDEIND.NS,2040000000.0,2.41,0.2,India
Four Corners Property Trust,FCPT,2040000000.0,26.86,-2.54,USA
Realogy,RLGY,2040000000.0,17.54,-1.52,USA
MONETA Money Bank,MM0.F,2029999999.9999998,3.98,-0.7,Czech Republic
Renasant Corp,RNST,2029999999.9999998,36.05,-1.02,USA
Heartland Financial USA,HTLF,2029999999.9999998,48.08,-1.23,USA
FB Financial,FBK,2029999999.9999998,42.88,-1.45,USA
Bajaj Electricals,BAJAJELEC.NS,2029999999.9999998,17.7,0.55,India
Nu Skin,NUS,2020000000.0,40.47,-0.76,USA
Wacker Neuson,WAC.F,2020000000.0,28.91,0.32,Germany
Xenia Hotels & Resorts,XHR,2020000000.0,17.74,-3.17,USA
Revolution Medicines,RVMD,2020000000.0,27.51,-0.61,USA
Zydus Wellness,ZYDUSWELL.NS,2020000000.0,31.75,-0.48,India
Ping Identity Holding,PING,2009999999.9999998,24.57,-2.19,USA
Amarin Corporation,AMRN,2009999999.9999998,5.1,-0.78,Ireland
MFA Financial,MFA,2009999999.9999998,4.57,-0.65,USA
Trustmark,TRMK,2009999999.9999998,32.22,-1.74,USA
CSW Industrials,CSWI,2000000000.0,127.7,-0.78,USA
BGC Partners,BGCP,2000000000.0,5.21,-0.95,USA
Great Eagle,0041.HK,2000000000.0,2.75,3.63,Hong Kong
KIOCL,KIOCL.NS,2000000000.0,3.3,0.49,India
ESCO Technologies,ESE,2000000000.0,77.0,-1.28,USA
Philip Morris ČR,TBK.F,2000000000.0,713.98,0.16,Czech Republic
Revance Therapeutics,RVNC,2000000000.0,27.86,0.47,USA
Guaranty Trust Bank,37G1.F,1990000000.0,3.19,0.0,Nigeria
Jasa Marga,JSMR.JK,1990000000.0,0.28,1.55,Indonesia
NETSCOUT,NTCT,1990000000.0,26.95,-0.88,USA
Grenke,GLJ.F,1990000000.0,42.92,-0.88,Germany
Park National Corp,PRK,1990000000.0,121.95,-2.17,USA
Diamondrock Hospitality Company,DRH,1990000000.0,9.45,-1.46,USA
Two Harbors Investment,TWO,1990000000.0,6.34,-2.01,USA
1-800-Flowers,FLWS,1980000000.0,30.51,-6.18,USA
Solaria Energía,SLR.MC,1980000000.0,15.88,-5.17,Spain
Equinox Gold,EQX,1980000000.0,6.6,2.48,Canada
Jubilant Life Sciences,JUBILANT.NS,1970000000.0,12.44,0.71,India
Euronav,EURN,1970000000.0,9.76,4.72,Belgium
Huya,HUYA,1970000000.0,8.34,4.64,China
Xperi,XPER,1970000000.0,18.84,-0.84,USA
Edgewell Personal Care,EPC,1970000000.0,36.3,-3.66,USA
Vivint Smart Home,VVNT,1970000000.0,9.45,3.17,USA
Deciphera Pharmaceuticals,DCPH,1970000000.0,33.98,0.98,USA
Patrick Industries,PATK,1970000000.0,83.3,-1.23,USA
CareTrust REIT,CTRE,1970000000.0,20.32,-1.6,USA
BancFirst,BANF,1970000000.0,60.12,-1.54,USA
Buckle,BKE,1970000000.0,39.59,-9.3,USA
SJW Group,SJW,1960000000.0,66.06,-1.52,USA
Paramount Group,PGRE,1960000000.0,8.99,-0.66,USA
AMC Networks,AMCX,1960000000.0,46.59,-1.56,USA
Seacoast Banking,SBCF,1960000000.0,33.81,-0.06,USA
Vector Group,VGR,1960000000.0,12.75,-1.32,USA
Encore Wire,WIRE,1950000000.0,94.83,-4.42,USA
Harmony Gold,HMY,1950000000.0,3.15,4.65,South Africa
Fortune REIT,0778.HK,1950000000.0,0.99,0.65,Hong Kong
KAR Auction Services,KAR,1950000000.0,16.39,-0.49,USA
Veritex Holdings,VBTX,1940000000.0,39.36,-2.21,USA
Wüstenrot & Württembergische,WUW.F,1940000000.0,20.69,-1.11,Germany
PIERER Mobility,PMAG.F,1930000000.0,86.14,-1.33,Austria
NMI Holdings,NMIH,1930000000.0,22.61,-1.18,USA
B&G Foods,BGS,1930000000.0,29.89,-4.01,USA
Holly Energy Partners,HEP,1930000000.0,18.33,-2.14,USA
Glenmark Pharmaceuticals,GLENMARK.NS,1930000000.0,6.85,-0.52,India
PRA Group,PRAA,1930000000.0,42.14,-1.15,USA
PennyMac Mortgage Investment Trust,PMT,1920000000.0,19.69,-0.3,USA
Jenoptik,JEN.F,1920000000.0,33.67,-1.23,Germany
Monro,MNRO,1920000000.0,57.51,-3.83,USA
IIFL Wealth Management,IIFLWAM.NS,1920000000.0,21.69,2.34,India
Rocket Pharmaceuticals,RCKT,1920000000.0,29.89,-0.2,USA
Hercules Capital,HTGC,1920000000.0,16.61,-0.6,USA
Pollux Properti Indonesia,POLL.JK,1920000000.0,0.23,2.8,Indonesia
Air Transport Services Group,ATSG,1910000000.0,25.81,-2.46,USA
Costamare,CMRE,1910000000.0,15.49,0.13,Monaco
Li-Cycle,LICY,1900000000.0,11.7,-6.85,Canada
Banner Bank,BANR,1900000000.0,55.21,-0.68,USA
Hexaware Technologies,HEXAWARE.NS,1900000000.0,6.35,0.0,India
Xencor,XNCR,1900000000.0,32.66,1.59,USA
Sally Beauty Holdings,SBH,1900000000.0,16.85,-7.62,USA
Osisko Gold Royalties,OR,1900000000.0,11.23,1.45,Canada
Genworth Financial,GNW,1900000000.0,3.75,0.27,USA
Chambal Fertilisers,CHAMBLFERT.NS,1900000000.0,4.57,0.01,India
Biotest,BIO.F,1890000000.0,50.04,0.0,Germany
Gogo Inflight Internet,GOGO,1890000000.0,17.3,3.1,USA
Plus500,P55.F,1890000000.0,17.99,0.0,Israel
GMS,GMS,1880000000.0,43.8,-5.3,USA
Asseco,SFB1.F,1880000000.0,21.58,-4.67,Poland
Coface,COFA.PA,1880000000.0,12.64,1.3,France
Centennial Resource Development,CDEV,1870000000.0,6.7,-0.59,USA
Devyani International,DEVYANI.NS,1870000000.0,1.56,0.13,India
Adtalem Global Education,ATGE,1870000000.0,37.81,-1.31,USA
WM Technology,MAPS,1870000000.0,14.5,-0.55,USA
Desktop Metal,DM,1860000000.0,7.17,-0.55,USA
Healthcare Services Group,HCSG,1860000000.0,24.99,-2.0,USA
Micro Focus,MFGP,1860000000.0,5.44,-0.91,UK
WABCO India,WABCOINDIA.NS,1860000000.0,98.27,0.11,India
LendingTree,TREE,1860000000.0,139.83,-0.14,USA
Himax,HIMX,1850000000.0,10.67,4.71,Taiwan
Frontline,FRO,1850000000.0,9.37,3.77,Bermuda
Trillium Therapeutics,TRIL,1850000000.0,17.56,-1.18,Canada
Quess,QUESS.NS,1850000000.0,12.48,1.03,India
Supermicro,SMCI,1850000000.0,36.57,-0.35,USA
Dave & Buster's,PLAY,1840000000.0,38.33,-2.04,USA
Protolabs,PRLB,1840000000.0,66.6,-2.09,USA
Alector,ALEC,1840000000.0,22.82,-2.81,USA
USANA,USNA,1840000000.0,92.2,0.52,USA
Vtech,0303.HK,1840000000.0,7.31,-3.64,Hong Kong
Tellurian,TELL,1840000000.0,3.91,4.27,USA
Afya,AFYA,1830000000.0,19.74,2.28,Brazil
Eagle Bancorp,EGBN,1830000000.0,57.5,-0.28,USA
Precinct Properties,PCT.NZ,1830000000.0,1.16,0.0,New Zealand
Monmouth,MNR,1830000000.0,18.65,-1.32,USA
Yacimientos Petrolíferos Fiscales,YPF,1830000000.0,4.66,2.87,Argentina
Jumia,JMIA,1830000000.0,18.59,4.26,Germany
Organogenesis,ORGO,1830000000.0,14.24,-3.39,USA
Provident Financial Services,PFS,1830000000.0,23.47,-1.22,USA
AssetMark,AMK,1820000000.0,24.87,-1.11,USA
Spire Global,SPIR,1820000000.0,12.53,3.3,USA
Canoo,GOEV,1820000000.0,7.69,3.5,USA
Pretivm,PVG,1820000000.0,9.64,1.26,Canada
Uponor,UPONOR.HE,1820000000.0,24.94,1.23,Finland
Razer,RAZFF,1820000000.0,0.21,-2.28,USA
Bank of Maharashtra,MAHABANK.NS,1810000000.0,0.27,0.0,India
Clean Energy Fuels,CLNE,1810000000.0,8.15,1.12,USA
Salzgitter,SZG.F,1810000000.0,33.57,-1.23,Germany
Granite Construction,GVA,1810000000.0,39.55,-2.61,USA
Microvision,MVIS,1810000000.0,11.05,-0.63,USA
Fiskars,FSKRS.HE,1810000000.0,22.22,0.42,Finland
CDSL,CDSL.NS,1810000000.0,17.32,-0.39,India
Formosa Taffeta,1434.TW,1800000000.0,1.08,-0.5,Taiwan
Bed Bath & Beyond,BBBY,1800000000.0,17.28,-22.18,USA
Acadia Realty Trust,AKR,1800000000.0,20.41,-3.09,USA
Great Western Bank,GWB,1800000000.0,32.74,0.65,USA
Lakeland Financial Corp,LKFN,1800000000.0,71.24,0.34,USA
iStar,STAR,1790000000.0,25.08,0.36,USA
Middlesex Water Company,MSEX,1790000000.0,102.78,-0.87,USA
EnPro Industries,NPO,1790000000.0,87.12,-0.73,USA
Bottomline Technologies,EPAY,1790000000.0,39.28,-0.61,USA
REGENXBIO,RGNX,1780000000.0,41.92,-0.43,USA
Finolex Industries,FINPIPE.NS,1780000000.0,2.88,2.25,India
Eventbrite,EB,1780000000.0,18.91,-0.11,USA
Melco International Development,0200.HK,1780000000.0,1.18,-2.14,Hong Kong
Bank of N. T. Butterfield & Son,NTB,1780000000.0,35.51,-0.45,Bermuda
Bank Danamon,BDMN.JK,1780000000.0,0.18,-1.88,Indonesia
Sumo Logic,SUMO,1770000000.0,16.12,1.64,USA
Bpost,13B.F,1770000000.0,8.81,-0.26,Belgium
Hope Bancorp,HOPE,1770000000.0,14.44,-1.1,USA
Camtek,CAMT,1770000000.0,40.51,-1.07,Israel
NIU,NIU,1760000000.0,23.17,0.13,China
Cal-Maine Foods,CALM,1760000000.0,36.16,-0.8,USA
Fnac Darty,FNAC.PA,1760000000.0,65.94,0.62,France
Green Plains,GPRE,1750000000.0,32.65,2.83,USA
Luminex,LMNX,1750000000.0,36.99,0.0,USA
Construction Partners,ROAD,1740000000.0,33.37,-2.85,USA
Biolife Solutions,BLFS,1740000000.0,42.32,0.69,USA
Rattler Midstream,RTLR,1740000000.0,11.74,0.09,USA
McGrath RentCorp,MGRC,1740000000.0,71.95,-1.92,USA
Tikkurila,TIK1V.HE,1740000000.0,39.53,0.15,Finland
Empire State Realty Trust,ESRT,1730000000.0,10.03,-2.24,USA
Infinera,INFN,1730000000.0,8.32,-0.36,USA
Strategic Education,STRA,1730000000.0,70.5,-1.65,USA
Easterly Government Properties,DEA,1730000000.0,20.66,-1.43,USA
Cellebrite,CLBT,1730000000.0,9.26,-2.22,Israel
Kaiser Aluminum,KALU,1720000000.0,108.96,-2.99,USA
NuStar Energy,NS,1720000000.0,15.74,-1.07,USA
Knowles,KN,1720000000.0,18.74,-1.21,USA
iRhythm,IRTC,1720000000.0,58.56,0.74,USA
Kite Realty,KRG,1720000000.0,20.36,-2.96,USA
Amara Raja Batteries,AMARAJABAT.NS,1710000000.0,10.05,-0.54,India
Houghton Mifflin Harcourt,HMHC,1710000000.0,13.43,-0.15,USA
S&T AG,SANT.F,1710000000.0,25.94,-2.87,Austria
WideOpenWest,WOW,1710000000.0,19.65,-0.86,USA
Peabody Energy,BTU,1700000000.0,14.79,11.79,USA
STRATEC,SBS.F,1700000000.0,141.17,0.5,Germany
Timken India,TIMKEN.NS,1700000000.0,22.72,-0.56,India
Banco de Brasília,BSLI3.SA,1700000000.0,4.99,0.0,Brazil
SpareBank 1,SPOL.OL,1700000000.0,14.75,0.47,Norway
The Beachbody Company,BODY,1700000000.0,5.54,-5.14,USA
CBIZ,CBZ,1700000000.0,32.34,-1.46,USA
Meta Financial Group,CASH,1700000000.0,52.48,0.15,USA
Patterson-UTI Energy,PTEN,1700000000.0,9.0,-0.99,USA
Stewart Information Services,STC,1700000000.0,63.26,-1.26,USA
Alexander & Baldwin,ALEX,1690000000.0,23.44,-1.18,USA
Torrid,CURV,1690000000.0,15.43,-11.83,USA
Loma Negra,LOMA,1690000000.0,7.13,1.57,Argentina
Secureworks,SCWX,1690000000.0,19.88,0.61,USA
OSI Systems,OSIS,1690000000.0,94.8,-0.3,USA
M/I Homes,MHO,1690000000.0,57.8,-2.63,USA
Tanger Factory Outlet Centers,SKT,1690000000.0,16.3,-5.12,USA
Revenio,REG1V.HE,1690000000.0,63.68,0.27,Finland
Unisys,UIS,1680000000.0,25.14,-1.3,USA
Skycity Entertainment Group,SKC.NZ,1680000000.0,2.22,0.62,New Zealand
Northwest Bank,NWBI,1680000000.0,13.28,-0.9,USA
ICF,ICFI,1680000000.0,89.29,-0.18,USA
Ferro,FOE,1680000000.0,20.34,-0.1,USA
MYR Group,MYRG,1670000000.0,99.5,-1.98,USA
CVR Energy,CVI,1670000000.0,16.66,1.15,USA
Allscripts,MDRX,1670000000.0,13.37,-0.59,USA
TANLA,TANLA.NS,1670000000.0,12.35,5.0,India
Hamburger Hafen,HHFA.F,1670000000.0,22.28,-1.84,Germany
Aareal Bank,ARL.F,1660000000.0,27.61,-0.59,Germany
Coforge,NIITTECH.NS,1660000000.0,27.52,-0.18,India
Avaya Holdings,AVYA,1660000000.0,19.79,-0.3,USA
Morphosys,MOR,1650000000.0,11.76,-1.51,Germany
Lindsay Corporation,LNN,1650000000.0,151.79,-2.32,USA
Horace Mann Educators,HMN,1650000000.0,39.79,-1.14,USA
Veidekke,VEI.OL,1640000000.0,12.2,0.37,Norway
Palfinger,PFI.F,1640000000.0,43.65,-2.21,Austria
Hudbay Minerals,HBM,1640000000.0,6.23,4.01,Canada
Koza Gold,KOZAL.IS,1640000000.0,10.77,-0.21,Turkey
Asiana Airlines,020560.KS,1630000000.0,22.02,-2.25,S. Korea
Graphite India,GRAPHITE.NS,1630000000.0,8.09,-0.75,India
B. Riley Financial,RILY,1620000000.0,59.04,-0.3,USA
Ferroglobe,GSM,1620000000.0,8.7,6.62,UK
Noble Corporation,NE,1620000000.0,27.06,-0.26,UK
Lojas Americanas,LAME3.SA,1620000000.0,0.81,-0.9,Brazil
Sparkassen Immobilien,T1L.F,1620000000.0,22.94,-2.42,Austria
CSI,CSVI,1620000000.0,59.0,1.74,USA
Wheels Up,UP,1610000000.0,6.59,-1.64,USA
Sixth Street Specialty Lending,TSLX,1610000000.0,22.21,-0.54,USA
Montrose Environmental,MEG,1610000000.0,61.74,0.26,USA
Meta Materials,MMAT,1610000000.0,5.78,1.05,Canada
New York Mortgage Trust,NYMT,1610000000.0,4.26,-1.84,USA
GoHealth,GOCO,1610000000.0,5.03,0.8,USA
Vermilion Energy,VET,1610000000.0,9.9,-0.7,Canada
HNI Corporation,HNI,1610000000.0,36.72,-2.99,USA
GCP Applied Technologies,GCP,1610000000.0,21.92,-2.58,USA
USA Compression Partners,USAC,1600000000.0,16.57,2.35,USA
Galaxy Surfactants,GALAXYSURF.NS,1600000000.0,45.3,2.04,India
Global Net Lease,GNL,1600000000.0,16.02,-1.66,USA
Prosegur,PSG.MC,1600000000.0,2.98,0.0,Spain
Rubius Therapeutics,RUBY,1600000000.0,17.88,1.59,USA
Methode Electronics,MEI,1600000000.0,42.05,-2.5,USA
OneConnect,OCFT,1590000000.0,4.1,5.4,China
Capitol Federal Savings Bank,CFFN,1590000000.0,11.49,-1.29,USA
YTL Corporation Berhad,1773.T,1590000000.0,0.14,0.0,Malaysia
Compañía de Acero del Pacífico,CAP.SN,1590000000.0,10.64,0.23,Chile
Global Blood Therapeutics,GBT,1590000000.0,25.48,-1.24,USA
AMAG Austria Metall,AM8.F,1580000000.0,43.3,-0.27,Austria
Vocera Communications,VCRA,1580000000.0,45.76,-1.87,USA
Coeur Mining,CDE,1580000000.0,6.17,2.15,USA
Drägerwerk,DRW8.F,1580000000.0,76.97,1.07,Germany
Trustpower,TPW.NZ,1580000000.0,5.06,0.55,New Zealand
Valneva SE,VALN,1580000000.0,31.4,6.66,France
OdontoPrev,ODPV3.SA,1580000000.0,3.04,0.37,Brazil
Radico Khaitan,RADICO.NS,1580000000.0,11.75,-1.03,India
Axcelis Technologies,ACLS,1570000000.0,47.03,0.69,USA
Dole PLC,DOLE,1570000000.0,16.96,7.0,Ireland
CSG International,CSGS,1570000000.0,48.2,-0.41,USA
Shentel,SHEN,1570000000.0,31.58,-0.13,USA
Forterra,FRTA,1570000000.0,23.56,-0.04,USA
Sapiens,SPNS,1570000000.0,28.78,-0.83,Israel
Indian Telephone Industries,ITI.NS,1570000000.0,1.69,0.6,India
Yanlord,Z25.SI,1570000000.0,0.82,0.0,Singapore
PROS,PRO,1570000000.0,35.48,-2.45,USA
Vaisala,VAIAS.HE,1570000000.0,43.59,2.32,Finland
Carpenter Technology,CRS,1570000000.0,32.74,-1.06,USA
Mesa Laboratories,MLAB,1570000000.0,302.36,-0.86,USA
City Union Bank,CUB.NS,1570000000.0,2.13,0.16,India
RBL Bank,RBLBANK.NS,1570000000.0,2.62,1.96,India
Dicerna Pharmaceuticals,DRNA,1560000000.0,20.16,1.72,USA
NBT Bancorp,NBTB,1560000000.0,36.12,-0.47,USA
Galaxy Digital Holdings,7LX.F,1560000000.0,16.0,3.38,USA
Cyient,CYIENT.NS,1560000000.0,14.17,-1.07,India
PBF Energy,PBF,1550000000.0,12.97,2.13,USA
Stock Yards Bancorp,SYBT,1550000000.0,58.65,-1.1,USA
Mack-Cali,CLI,1550000000.0,17.12,-1.78,USA
NexPoint Residential,NXRT,1550000000.0,61.88,-0.85,USA
BrightView,BV,1550000000.0,14.76,-1.47,USA
Cohu,COHU,1550000000.0,31.94,0.95,USA
MAG Silver,MAG,1540000000.0,16.2,3.98,Canada
Community Health Systems,CYH,1540000000.0,11.7,-2.5,USA
Hongkong and Shanghai Hotels,0045.HK,1540000000.0,0.94,1.25,Hong Kong
Amber Enterprises India,AMBER.NS,1540000000.0,45.78,4.05,India
Grendene,GRND3.SA,1540000000.0,1.71,1.87,Brazil
Bakhu Holdings,BKUH,1540000000.0,5.13,7.55,USA
Vaibhav Global,VAIBHAVGBL.NS,1530000000.0,9.42,-0.11,India
Yext,YEXT,1530000000.0,12.03,0.75,USA
Radware,RDWR,1530000000.0,33.72,-0.15,Israel
Bionano Genomics,BNGO,1530000000.0,5.5,5.57,USA
Sheela Foam,SFL.NS,1530000000.0,31.41,-0.36,India
Fresh Del Monte Produce,FDP,1530000000.0,32.22,-0.95,Cayman Islands
BayWa,BYW.F,1520000000.0,51.08,1.85,Germany
Deluxe,DLX,1520000000.0,35.89,-2.61,USA
KEC International,KEC.NS,1520000000.0,5.94,-0.63,India
Redington India,REDINGTON.NS,1520000000.0,1.95,3.8,India
Oxford Industries,OXM,1520000000.0,90.17,-4.58,USA
Youdao,DAO,1520000000.0,12.09,7.95,China
First National of Nebraska,FINN,1520000000.0,14000.0,0.36,USA
NV5 Global,NVEE,1510000000.0,98.57,-1.05,USA
Sterlite Technologies,STLTECH.NS,1510000000.0,3.82,-1.07,India
Westamerica Bancorporation,WABC,1510000000.0,56.26,-0.72,USA
Tattooed Chef,TTCF,1510000000.0,18.43,-0.27,USA
Kadmon Corp,KDMN,1500000000.0,8.71,-0.23,USA
Senseonics Holdings,SENS,1500000000.0,3.39,3.67,USA
V-Guard Industries,VGUARD.NS,1500000000.0,3.5,0.76,India
GOL Airlines,GOL,1500000000.0,7.63,-1.55,Brazil
Inovio Pharmaceuticals,INO,1500000000.0,7.16,-1.51,USA
e.l.f. Cosmetics,ELF,1500000000.0,29.05,-3.2,USA
Codexis,CDXS,1500000000.0,23.26,0.69,USA
Formula Systems,FORTY,1500000000.0,98.17,-2.0,Israel
Avanos Medical,AVNS,1500000000.0,31.2,-1.79,USA
Ace Hardware Indonesia,ACES.JK,1500000000.0,0.09,-1.18,Indonesia
Russel Metals,RUS.TO,1490000000.0,23.89,-2.5,Canada
K12,LRN,1490000000.0,35.94,2.48,USA
Meritor,MTOR,1490000000.0,21.31,-2.07,USA
SJVN,SJVN.NS,1490000000.0,0.38,0.18,India
E. W. Scripps Company,SSP,1480000000.0,18.06,-1.42,USA
FBL Financial Group,FFG,1480000000.0,60.99,0.03,USA
SMA Solar Technology,S92.F,1480000000.0,42.51,-0.87,Germany
Bonanza Creek Energy,BCEI,1470000000.0,47.9,0.17,USA
uniQure,QURE,1470000000.0,32.01,1.59,Netherlands
GrowGeneration,GRWG,1470000000.0,24.67,-1.36,USA
Kraton,KRA,1460000000.0,45.64,0.42,USA
Pushpay Holdings,PPH.NZ,1460000000.0,1.28,0.54,New Zealand
IIFL Finance,IIFL.NS,1450000000.0,3.85,-0.52,India
Freightways,FRE.NZ,1450000000.0,8.82,0.31,New Zealand
Extraction Oil & Gas,XOG,1450000000.0,56.45,0.48,USA
Malibu Boats,MBUU,1450000000.0,69.98,-0.68,USA
Bank Islam Malaysia,BIMB.KL,1450000000.0,0.81,-0.29,Malaysia
Hyliion,HYLN,1450000000.0,8.4,0.96,USA
Zensar,ZENSARTECH.NS,1450000000.0,6.43,-0.2,India
Tauron Polska,1T5.F,1450000000.0,0.82,1.09,Poland
The Bancorp,TBBK,1450000000.0,25.45,-0.43,USA
Nano Dimension,NNDM,1440000000.0,5.64,1.44,Israel
GoPro,GPRO,1440000000.0,9.36,-1.27,USA
Omega Flex,OFLX,1440000000.0,142.69,0.84,USA
Indiabulls Housing Finance,IBULHSGFIN.NS,1440000000.0,3.11,-0.28,India
Steelcase,SCS,1430000000.0,12.68,-2.54,USA
CenturyPly,CENTURYPLY.NS,1430000000.0,6.47,1.56,India
Tokmanni,TOKMAN.HE,1430000000.0,24.45,0.77,Finland
VakıfBank,VAKBN.IS,1430000000.0,0.37,0.62,Turkey
Kronos Worldwide,KRO,1430000000.0,12.41,-1.97,USA
Citycon,CTY1S.HE,1430000000.0,8.05,-0.93,Finland
Hindustan Copper,HINDCOPPER.NS,1430000000.0,1.48,-0.14,India
Efes Beverage Group,AEFES.IS,1420000000.0,2.41,0.75,Turkey
La-Z-Boy,LZB,1420000000.0,32.23,-5.62,USA
Ocugen,OCGN,1420000000.0,7.18,5.28,USA
Golar LNG,GLNG,1420000000.0,12.97,3.93,Bermuda
Eldorado Gold,EGO,1410000000.0,7.73,3.07,Canada
Arch Resources,ARCH,1410000000.0,92.75,6.89,USA
Supernus Pharmaceuticals,SUPN,1410000000.0,26.67,-0.67,USA
Golden Entertainment,GDEN,1410000000.0,49.09,-0.3,USA
Portola Pharmaceuticals,PTLA,1410000000.0,18.03,0.0,USA
Weis Markets,WMK,1410000000.0,52.55,-2.63,USA
Lordstown Motors,RIDE,1410000000.0,7.98,8.42,USA
Big Lots,BIG,1410000000.0,43.36,-10.38,USA
NW Natural,NWN,1410000000.0,45.99,-1.37,USA
Stratasys,SSYS,1400000000.0,21.52,-0.32,USA
Purple Innovation,PRPL,1400000000.0,21.02,-4.67,USA
Materion,MTRN,1400000000.0,68.64,-0.51,USA
Conduent,CNDT,1400000000.0,6.59,0.76,USA
Sundial Growers,SNDL,1390000000.0,0.68,0.3,Canada
Ladder Cap,LADR,1390000000.0,11.05,-1.43,USA
Griffon Corporation,GFF,1390000000.0,24.6,-0.08,USA
Customers Bancorp,CUBI,1390000000.0,43.02,-0.12,USA
The Greenbrier Companies,GBX,1390000000.0,42.99,-1.67,USA
TriMas,TRS,1380000000.0,32.36,2.99,USA
Enerjisa Enerji,ENJSA.IS,1380000000.0,1.18,1.36,Turkey
Impinj,PI,1380000000.0,57.13,0.25,USA
Braves Group,BATRK,1380000000.0,26.42,-0.56,USA
Replimune,REPL,1380000000.0,29.64,0.37,USA
First Busey,BUSE,1380000000.0,24.63,-1.24,USA
ePlus,PLUS,1380000000.0,102.61,-0.46,USA
Paya,PAYA,1380000000.0,10.87,1.59,USA
Ratnamani Metals & Tubes,RATNAMANI.NS,1380000000.0,29.61,0.46,India
Alliance Resource Partners,ARLP,1380000000.0,10.87,5.13,USA
Tennant Company,TNC,1380000000.0,73.95,-0.91,USA
Telia Lietuva,ZWS.F,1370000000.0,2.33,0.0,Lithuania
G-III Apparel Group,GIII,1370000000.0,28.3,-5.82,USA
Columbus McKinnon,CMCO,1370000000.0,48.35,-1.67,USA
Aurora Cannabis,ACB,1370000000.0,6.92,2.67,Canada
Baozun,BZUN,1360000000.0,17.53,1.45,China
Hertz,HTZGQ,1360000000.0,8.74,0.0,USA
Guess,GES,1360000000.0,21.01,-6.83,USA
Playa Hotels & Resorts,PLYA,1360000000.0,8.29,-3.49,USA
Anavex Life Sciences,AVXL,1350000000.0,17.95,0.73,USA
TTM Technologies,TTMI,1350000000.0,12.57,-0.95,USA
Adler Real Estate,ADL.DE,1340000000.0,12.38,-4.82,Germany
Itaú CorpBanca,ITCB,1340000000.0,3.95,0.64,Chile
Zymeworks,ZYME,1340000000.0,29.04,6.18,Canada
Harsco,HSC,1340000000.0,16.95,-1.51,USA
Linx,LINX,1340000000.0,7.5,-1.15,Brazil
Mechel PAO,MTL,1340000000.0,4.06,5.18,Russia
Gevo,GEVO,1340000000.0,6.64,2.63,USA
Dime Community Bancshares,DCOM,1330000000.0,32.66,-0.49,USA
Root Insurance,ROOT,1330000000.0,5.27,0.19,USA
Norwegian Property,NPRO.OL,1330000000.0,2.08,0.0,Norway
Veritiv,VRTV,1330000000.0,89.56,-2.78,USA
AZZ,AZZ,1330000000.0,53.2,-0.89,USA
Restaurant Brands New Zealand,RBD.NZ,1330000000.0,10.69,-1.71,New Zealand
Plantronics,PLT,1330000000.0,31.87,0.0,USA
Oceaneering International,OII,1320000000.0,13.32,-1.26,USA
PubMatic,PUBM,1320000000.0,26.35,1.78,USA
Systemax,SYX,1320000000.0,35.16,3.53,USA
EHang Holdings,EH,1320000000.0,23.91,0.55,China
